Time, GazeX, GazeY, GazeZ, CamX, CamY, CamZ
4/20/2019 5:31:50 PM,431.5581,1.824556,448.4799,431.5696,1.783296,448.9091
4/20/2019 5:31:51 PM,431.5299,1.822707,448.4799,431.5587,1.783165,448.9057
4/20/2019 5:31:52 PM,431.539,1.815762,448.4799,431.5625,1.782279,448.9048
4/20/2019 5:31:52 PM,431.542,1.815057,448.4799,431.5642,1.782025,448.9093
4/20/2019 5:31:53 PM,431.7857,1.797781,448.4799,431.6,1.779916,448.9168
4/20/2019 5:31:53 PM,431.8718,1.776509,448.8836,431.6539,1.775112,448.9586
4/20/2019 5:31:54 PM,433.3451,1.807667,448.4799,431.6494,1.776935,448.9688
4/20/2019 5:31:54 PM,432.9762,1.815973,448.4799,431.6403,1.777967,448.9723
4/20/2019 5:31:55 PM,432.7794,1.834171,448.4799,431.6367,1.780402,448.9648
4/20/2019 5:31:56 PM,432.5742,1.828632,448.4799,431.6344,1.779815,448.9544
4/20/2019 5:31:56 PM,430.1587,1.601934,448.7416,431.4691,1.762766,448.9578
4/20/2019 5:31:57 PM,430.7137,1.724197,448.8765,431.4688,1.768204,448.951
4/20/2019 5:31:57 PM,428.8575,1.749841,448.4799,431.5262,1.774624,448.9637
4/20/2019 5:31:58 PM,428.903,2.063339,448.4799,431.6064,1.771551,448.9711
4/20/2019 5:31:59 PM,429.3734,2.035869,448.4799,431.6335,1.771638,448.9535
4/20/2019 5:31:59 PM,429.7827,2.128678,448.4799,431.6522,1.773691,448.9742
4/20/2019 5:32:00 PM,431.4153,1.785866,448.9377,431.6083,1.766116,448.9874
4/20/2019 5:32:00 PM,429.5879,1.840624,448.4799,431.4685,1.764375,449.2342
4/20/2019 5:32:01 PM,431.0511,1.757344,449.085,431.4853,1.766438,449.2869
4/20/2019 5:32:01 PM,430.1522,1.638118,448.4799,431.4614,1.769878,449.3727
4/20/2019 5:32:02 PM,429.9651,1.605888,448.4799,431.5707,1.752386,449.4079
4/20/2019 5:32:03 PM,431.1921,1.684991,449.085,431.5755,1.744192,449.4261
4/20/2019 5:32:04 PM,431.5302,1.655255,448.4799,431.6981,1.762982,449.4505
4/20/2019 5:32:04 PM,432.127,1.585683,448.4799,431.6876,1.761382,449.45
4/20/2019 5:32:05 PM,431.7579,1.696405,448.4799,431.7714,1.767826,449.4692
4/20/2019 5:32:05 PM,430.7839,1.446813,448.4799,431.8121,1.73349,449.5033
4/20/2019 5:32:06 PM,431.1667,1.544066,448.4799,431.7887,1.737216,449.5009
4/20/2019 5:32:06 PM,431.7473,1.65101,448.4799,431.8427,1.752703,449.5483
4/20/2019 5:32:07 PM,433.6449,1.475513,448.4799,432.0214,1.755301,449.6238
4/20/2019 5:32:08 PM,439.8698,0.9128625,446.6609,432.0452,1.754504,449.6206
4/20/2019 5:32:08 PM,437.4553,0.009963989,447.7082,432.0346,1.737852,449.62
4/20/2019 5:32:09 PM,433.6623,0.009963989,449.3088,432.0811,1.675989,449.6494
4/20/2019 5:32:09 PM,433.2798,0.009963989,449.41,431.9974,1.658015,449.6143
4/20/2019 5:32:10 PM,433.0291,0.009963989,449.1808,431.9482,1.654097,449.5884
4/20/2019 5:32:10 PM,432.6313,0.009963989,449.3236,432.0602,1.602287,449.6247
4/20/2019 5:32:11 PM,432.6565,0.009963989,449.137,431.9711,1.639101,449.6961
4/20/2019 5:32:12 PM,432.4287,6.57765E-07,449.2339,431.9038,1.626296,449.7531
4/20/2019 5:32:12 PM,432.2906,6.577651E-07,449.1675,431.9935,1.626882,449.8312
4/20/2019 5:32:13 PM,432.1588,6.57765E-07,449.0411,431.9696,1.640541,449.877
4/20/2019 5:32:13 PM,431.9592,6.57765E-07,449.0686,431.8781,1.636727,449.8954
4/20/2019 5:32:14 PM,431.9393,6.57765E-07,449.0417,431.921,1.629786,449.8462
4/20/2019 5:32:15 PM,431.9525,6.57765E-07,448.9792,431.9339,1.629317,449.8387
4/20/2019 5:32:15 PM,431.8915,6.57765E-07,448.7462,431.9031,1.639319,449.8287
4/20/2019 5:32:16 PM,431.8539,6.57765E-07,448.7354,431.9123,1.63771,449.8182
4/20/2019 5:32:16 PM,431.8489,6.57765E-07,448.7079,431.9268,1.637511,449.8073
4/20/2019 5:32:17 PM,431.905,6.577651E-07,448.7416,431.951,1.634808,449.7923
4/20/2019 5:32:18 PM,431.9133,6.57765E-07,448.7689,431.9684,1.630032,449.7852
4/20/2019 5:32:18 PM,431.9005,6.57765E-07,448.6342,431.9781,1.629777,449.7847
4/20/2019 5:32:19 PM,431.8838,6.57765E-07,448.3276,431.9813,1.641356,449.7795
4/20/2019 5:32:19 PM,432.0405,1.132548,448.4799,431.9846,1.674708,449.7448
4/20/2019 5:32:20 PM,432.0904,1.174839,448.4799,432.0015,1.658653,449.751
