Time, GazeX, GazeY, GazeZ, CamX, CamY, CamZ
4/22/2019 4:22:09 PM,414,4.353684,433.8273,427.7814,0.9473389,424.6675
4/22/2019 4:22:10 PM,414,4.367458,433.8811,427.7815,0.9473456,424.6675
4/22/2019 4:22:10 PM,414,4.367458,433.8811,427.7815,0.9473456,424.6675
4/22/2019 4:22:10 PM,414,4.367458,433.8811,427.7815,0.9473456,424.6675
4/22/2019 4:22:10 PM,414,4.367458,433.8811,427.7815,0.9473456,424.6675
4/22/2019 4:22:10 PM,414,4.361315,433.8936,427.7806,0.9473876,424.6674
4/22/2019 4:22:10 PM,414,4.361315,433.8936,427.7806,0.9473876,424.6674
4/22/2019 4:22:10 PM,414,4.361315,433.8936,427.7806,0.9473876,424.6674
4/22/2019 4:22:10 PM,414,4.361315,433.8936,427.7806,0.9473876,424.6674
4/22/2019 4:22:10 PM,414,4.361315,433.8936,427.7806,0.9473876,424.6674
4/22/2019 4:22:10 PM,414,4.370902,433.9123,427.7808,0.9474036,424.6673
4/22/2019 4:22:10 PM,414,4.370902,433.9123,427.7808,0.9474036,424.6673
4/22/2019 4:22:10 PM,414,4.370902,433.9123,427.7808,0.9474036,424.6673
4/22/2019 4:22:10 PM,414,4.370902,433.9123,427.7808,0.9474036,424.6673
4/22/2019 4:22:11 PM,414,4.361812,433.868,427.7809,0.9473913,424.6678
4/22/2019 4:22:11 PM,414,4.361812,433.868,427.7809,0.9473913,424.6678
4/22/2019 4:22:11 PM,414,4.361812,433.868,427.7809,0.9473913,424.6678
4/22/2019 4:22:11 PM,414,4.361812,433.868,427.7809,0.9473913,424.6678
4/22/2019 4:22:11 PM,414,4.361812,433.868,427.7809,0.9473913,424.6678
4/22/2019 4:22:11 PM,414,4.356425,433.8327,427.7805,0.9473511,424.6676
4/22/2019 4:22:11 PM,414,4.356425,433.8327,427.7805,0.9473511,424.6676
4/22/2019 4:22:11 PM,414,4.356425,433.8327,427.7805,0.9473511,424.6676
4/22/2019 4:22:11 PM,414,4.356425,433.8327,427.7805,0.9473511,424.6676
4/22/2019 4:22:11 PM,414,4.366819,433.8845,427.7804,0.9472486,424.667
4/22/2019 4:22:11 PM,414,4.366819,433.8845,427.7804,0.9472486,424.667
4/22/2019 4:22:11 PM,414,4.366819,433.8845,427.7804,0.9472486,424.667
4/22/2019 4:22:11 PM,414,4.366819,433.8845,427.7804,0.9472486,424.667
4/22/2019 4:22:11 PM,414,4.366819,433.8845,427.7804,0.9472486,424.667
4/22/2019 4:22:11 PM,414,4.367101,433.8865,427.7804,0.9473847,424.6677
4/22/2019 4:22:11 PM,414,4.367101,433.8865,427.7804,0.9473847,424.6677
4/22/2019 4:22:11 PM,414,4.367101,433.8865,427.7804,0.9473847,424.6677
4/22/2019 4:22:11 PM,414,4.367101,433.8865,427.7804,0.9473847,424.6677
4/22/2019 4:22:12 PM,414,4.360709,433.8522,427.7804,0.9473937,424.6674
4/22/2019 4:22:12 PM,414,4.360709,433.8522,427.7804,0.9473937,424.6674
4/22/2019 4:22:12 PM,414,4.360709,433.8522,427.7804,0.9473937,424.6674
4/22/2019 4:22:12 PM,414,4.360709,433.8522,427.7804,0.9473937,424.6674
4/22/2019 4:22:12 PM,414,4.360709,433.8522,427.7804,0.9473937,424.6674
4/22/2019 4:22:12 PM,414,4.3736,433.9069,427.7805,0.9474439,424.6677
4/22/2019 4:22:12 PM,414,4.3736,433.9069,427.7805,0.9474439,424.6677
4/22/2019 4:22:12 PM,414,4.3736,433.9069,427.7805,0.9474439,424.6677
4/22/2019 4:22:12 PM,414,4.3736,433.9069,427.7805,0.9474439,424.6677
4/22/2019 4:22:12 PM,414,4.379385,433.9055,427.7811,0.9472335,424.6672
4/22/2019 4:22:12 PM,414,4.379385,433.9055,427.7811,0.9472335,424.6672
4/22/2019 4:22:12 PM,414,4.379385,433.9055,427.7811,0.9472335,424.6672
4/22/2019 4:22:12 PM,414,4.379385,433.9055,427.7811,0.9472335,424.6672
4/22/2019 4:22:12 PM,414,4.379385,433.9055,427.7811,0.9472335,424.6672
4/22/2019 4:22:12 PM,414,4.373655,433.9152,427.7809,0.9473122,424.6669
4/22/2019 4:22:12 PM,414,4.373655,433.9152,427.7809,0.9473122,424.6669
4/22/2019 4:22:12 PM,414,4.373655,433.9152,427.7809,0.9473122,424.6669
4/22/2019 4:22:12 PM,414,4.373655,433.9152,427.7809,0.9473122,424.6669
4/22/2019 4:22:12 PM,414,4.371704,433.8906,427.7815,0.9473081,424.6672
4/22/2019 4:22:12 PM,414,4.371704,433.8906,427.7815,0.9473081,424.6672
4/22/2019 4:22:12 PM,414,4.371704,433.8906,427.7815,0.9473081,424.6672
4/22/2019 4:22:12 PM,414,4.371704,433.8906,427.7815,0.9473081,424.6672
4/22/2019 4:22:12 PM,414,4.371704,433.8906,427.7815,0.9473081,424.6672
4/22/2019 4:22:12 PM,414,4.368211,433.9066,427.7805,0.9473252,424.6679
4/22/2019 4:22:12 PM,414,4.368211,433.9066,427.7805,0.9473252,424.6679
4/22/2019 4:22:13 PM,414,4.368211,433.9066,427.7805,0.9473252,424.6679
4/22/2019 4:22:13 PM,414,4.368211,433.9066,427.7805,0.9473252,424.6679
4/22/2019 4:22:13 PM,414,4.37807,433.9282,427.7809,0.9472877,424.6675
4/22/2019 4:22:13 PM,414,4.37807,433.9282,427.7809,0.9472877,424.6675
4/22/2019 4:22:13 PM,414,4.37807,433.9282,427.7809,0.9472877,424.6675
4/22/2019 4:22:13 PM,414,4.37807,433.9282,427.7809,0.9472877,424.6675
4/22/2019 4:22:13 PM,414,4.37807,433.9282,427.7809,0.9472877,424.6675
4/22/2019 4:22:13 PM,414,4.35247,433.8452,427.7799,0.9473015,424.6672
4/22/2019 4:22:13 PM,414,4.35247,433.8452,427.7799,0.9473015,424.6672
