Time, GazeX, GazeY, GazeZ, GazePoint, CamX, CamY, CamZ,CamRotateX,CamRotateY,CamRotateZ, CameraRotateW, Dected_Objects,Accident
4/24/2019 5:01:19 PM,414.02,9.532935,485.1103,CSTemplate-SlantedRoofSmall(Clone),426.6795,10.96753,444.0495,0.02197941,-0.1479658,-0.03405952,0.9881614,Default_CC_Base_Head_Default (1) (UnityEngine.GameObject);Camera (UnityEngine.GameObject);car interaction (UnityEngine.GameObject),  
